country,state,city,station,last_update,latitude,longitude,CO,NH3,NO2,OZONE,PM10,PM2.5,SO2,timestamp,temperature,humidity,wind_speed,wind_direction,pressure,precipitation,boundary_layer_height,surface_pressure,temperature_2m,specific_humidity,data_source,aod550,aerosol_index,cloud_fraction,surface_reflectance,angstrom_exponent,single_scattering_albedo,satellite,data_source_insat,has_cpcb,has_merra2,has_insat,AQI
India,Andhra_Pradesh,Amaravati,"Secretariat, Amaravati - APPCB",29-10-2025 22:00:00,16.5150833,80.5181667,29.0,5.0,12.0,13.0,25.0,24.0,12.0,2025-10-29 22:00:00,14.833174268178078,81.62918656983284,3.9715328071510387,56.16671055927715,1028.2302985640802,2.3248572061153254,76.74347291529043,1025.3259078939625,14.570589364589004,0.016325837313966567,MERRA-2,0.15162819570267366,0.2574045680039991,0.7066289504248099,0.09511438120446933,1.586859215199072,0.9362732630613034,INSAT-3DR,INSAT-3DR,True,True,True,40.0
India,Andhra_Pradesh,Anantapur,"Gulzarpet, Anantapur - APPCB",29-10-2025 22:00:00,14.675886,77.593027,34.0,4.0,13.0,42.0,59.0,61.0,14.0,2025-10-29 22:00:00,12.69698563064733,77.70009388695324,0.9188235190404019,104.8424904712951,1022.503696823969,0.0,-42.8046064176239,1018.7916626383732,12.345313729793626,0.015540018777390648,MERRA-2,0.07449658924381476,0.20846503677258932,0.1712889883921856,0.10028298529931517,1.398679438344837,0.9330134102834118,INSAT-3DR,INSAT-3DR,True,True,True,103.33333333333333
India,Andhra_Pradesh,Chittoor,"Gangineni Cheruvu, Chittoor - APPCB",29-10-2025 22:00:00,13.20488,79.097889,21.0,4.0,34.0,55.0,63.0,51.0,21.0,2025-10-29 22:00:00,9.560504650003134,79.17313327106751,3.8965807003689124,185.1243978289002,1007.5561727547482,0.0,11.092258970986153,1004.5549035042187,10.034224560526454,0.0158346266542135,MERRA-2,0.10242873524216571,0.20619531938605112,0.1306550627169592,0.10056157548095981,1.5208455878256815,0.9262623754081185,INSAT-3DR,INSAT-3DR,True,True,True,85.0
India,Andhra_Pradesh,Kadapa,"Yerramukkapalli, Kadapa - APPCB",29-10-2025 22:00:00,14.465052,78.824187,36.0,,,11.0,,,,2025-10-29 22:00:00,14.421813964679977,79.14270937431557,1.4676717079866033,178.26368764005727,1011.3824461360248,0.6938250073066559,38.93489132561187,1012.4267641110486,13.44197890274009,0.015828541874863114,MERRA-2,0.10174635307047446,0.22049745026632644,0.2207247755170363,0.08030931899036065,1.7455874694770661,0.9497667928822237,INSAT-3DR,INSAT-3DR,True,True,True,0.0
India,Andhra_Pradesh,Rajamahendravaram,"Anand Kala Kshetram, Rajamahendravaram - APPCB",29-10-2025 22:00:00,16.9872867,81.7363176,,2.0,17.0,10.0,25.0,25.0,6.0,2025-10-29 22:00:00,11.183373864358751,83.30481425503439,4.107699869993116,31.85730073869102,1014.7136828118997,0.7608895885423004,-30.110369558929335,1018.5821848960682,10.914303033527272,0.016660962851006877,MERRA-2,0.20547103068566985,0.4676000753410093,0.12593375025918738,0.0960601870357137,1.3778436109828258,0.9528570202598415,INSAT-3DR,INSAT-3DR,True,True,True,41.666666666666664
India,Andhra_Pradesh,Tirumala,"Toll Gate, Tirumala - APPCB",29-10-2025 22:00:00,13.67,79.35,30.0,1.0,10.0,19.0,42.0,34.0,6.0,2025-10-29 22:00:00,11.14638976743292,77.91755174545324,1.3041715429776497,288.79091307145427,1014.3442888262803,1.2683994103905647,88.77484595933527,1010.148201210167,10.991783579507313,0.015583510349090649,MERRA-2,0.11716756284163687,0.4274570318668643,0.2135022377693224,0.12620383816161795,1.845977079736689,0.9204597027437114,INSAT-3DR,INSAT-3DR,True,True,True,56.666666666666664
India,Andhra_Pradesh,Tirupati,"Vaikuntapuram, Tirupati - APPCB",29-10-2025 22:00:00,13.615387,79.40923,43.0,4.0,8.0,29.0,74.0,70.0,18.0,2025-10-29 22:00:00,14.502272824962741,87.19823371130056,2.281238643232065,111.9536358176384,1011.1434102333618,0.0,81.25258223941935,1017.9246103762159,14.466267764172574,0.01743964674226011,MERRA-2,0.058473780778675405,0.3293466804125271,0.20882596524740685,0.07493084773549752,1.5044900824555323,0.9446875635643892,INSAT-3DR,INSAT-3DR,True,True,True,133.33333333333334
India,Andhra_Pradesh,Vijayawada,"HB Colony, Vijayawada - APPCB",29-10-2025 22:00:00,16.536107,80.594233,20.0,,,18.0,57.0,57.0,17.0,2025-10-29 22:00:00,15.846811757939662,84.12868820092693,2.0323203680923134,273.88261750208306,1027.9543425288348,0.0,33.81812519933152,1014.855617008386,16.257763010127274,0.016825737640185384,MERRA-2,0.16849244584188838,0.36486284837155647,0.32086410566907325,0.09380700572023878,1.4520815350692582,0.9501752696977073,INSAT-3DR,INSAT-3DR,True,True,True,95.0
India,Andhra_Pradesh,Vijayawada,"Rajiv Gandhi Park, Vijayawada - APPCB",29-10-2025 22:00:00,16.509717,80.612222,36.0,5.0,27.0,33.0,49.0,46.0,13.0,2025-10-29 22:00:00,14.013840098631956,80.82547132335942,3.1376411648032536,326.72393061339346,993.1243108539911,0.0,147.78940447415116,990.5329597626229,13.609593297185363,0.016165094264671883,MERRA-2,0.19940438460919374,0.43984368409246344,0.5600281895769946,0.07287927109710532,1.5829188701081232,0.9627980680196706,INSAT-3DR,INSAT-3DR,True,True,True,76.66666666666667
India,Andhra_Pradesh,Vijayawada,"Rajiv Nagar, Vijayawada - APPCB",29-10-2025 22:00:00,16.554731,80.64911,45.0,,,377.0,,,,2025-10-29 22:00:00,12.83623187498654,86.89751866419914,3.4931266644895267,289.32194768368123,1026.7186213354978,0.0,17.555329395482815,1023.208355866111,12.672400801687656,0.017379503732839828,MERRA-2,0.0508723795503547,0.09647511698501557,0.4029495735611844,0.11675528443093179,1.2106135860394285,0.9488160285118279,INSAT-3DR,INSAT-3DR,True,True,True,0.0
