latitude,longitude,timestamp,temperature,humidity,wind_speed,wind_direction,pressure,precipitation,boundary_layer_height,surface_pressure,temperature_2m,specific_humidity,data_source
16.5150833,80.5181667,2025-10-29 22:00:00,14.833174268178078,81.62918656983284,3.9715328071510387,56.16671055927715,1028.2302985640802,2.3248572061153254,76.74347291529043,1025.3259078939625,14.570589364589004,0.016325837313966567,MERRA-2
14.675886,77.593027,2025-10-29 22:00:00,12.69698563064733,77.70009388695324,0.9188235190404019,104.8424904712951,1022.503696823969,0.0,-42.8046064176239,1018.7916626383732,12.345313729793626,0.015540018777390648,MERRA-2
13.20488,79.097889,2025-10-29 22:00:00,9.560504650003134,79.17313327106751,3.8965807003689124,185.1243978289002,1007.5561727547482,0.0,11.092258970986153,1004.5549035042187,10.034224560526454,0.0158346266542135,MERRA-2
14.465052,78.824187,2025-10-29 22:00:00,14.421813964679977,79.14270937431557,1.4676717079866033,178.26368764005727,1011.3824461360248,0.6938250073066559,38.93489132561187,1012.4267641110486,13.44197890274009,0.015828541874863114,MERRA-2
16.9872867,81.7363176,2025-10-29 22:00:00,11.183373864358751,83.30481425503439,4.107699869993116,31.85730073869102,1014.7136828118997,0.7608895885423004,-30.110369558929335,1018.5821848960682,10.914303033527272,0.016660962851006877,MERRA-2
13.67,79.35,2025-10-29 22:00:00,11.14638976743292,77.91755174545324,1.3041715429776497,288.79091307145427,1014.3442888262803,1.2683994103905647,88.77484595933527,1010.148201210167,10.991783579507313,0.015583510349090649,MERRA-2
13.615387,79.40923,2025-10-29 22:00:00,14.502272824962741,87.19823371130056,2.281238643232065,111.9536358176384,1011.1434102333618,0.0,81.25258223941935,1017.9246103762159,14.466267764172574,0.01743964674226011,MERRA-2
16.536107,80.594233,2025-10-29 22:00:00,15.846811757939662,84.12868820092693,2.0323203680923134,273.88261750208306,1027.9543425288348,0.0,33.81812519933152,1014.855617008386,16.257763010127274,0.016825737640185384,MERRA-2
16.509717,80.612222,2025-10-29 22:00:00,14.013840098631956,80.82547132335942,3.1376411648032536,326.72393061339346,993.1243108539911,0.0,147.78940447415116,990.5329597626229,13.609593297185363,0.016165094264671883,MERRA-2
16.554731,80.64911,2025-10-29 22:00:00,12.83623187498654,86.89751866419914,3.4931266644895267,289.32194768368123,1026.7186213354978,0.0,17.555329395482815,1023.208355866111,12.672400801687656,0.017379503732839828,MERRA-2
